file,label,dist_centroid,valence,arousal,familiarity,title,composer,film,year,genre,director
lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3,1,1.9770874567372894,0.28898,-0.5375,never-heard-this,Las visitas,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar
singaporehanszimmerpiratesofthecaribbeanatworldsendsample1mp3.mp3,1,1.9811776728832056,-0.45225,0.09,familiar-feeling-not-familiar,Singapore,Hans Zimmer,Pirates of the Caribbean: At World's End,2007.0,Action Adventure Fantasy,Gore Verbinski
emilemosseribigcountryminarisample2mp3.mp3,1,2.0152577277691917,-0.00302,0.17675,not-sure,Big Country,Emile Mosseri,Minari,2020.0,Drama,Lee Isaac Chung
pharmacyheistmichaelandrewsnosajthingthekingofstatenislandsample2mp3.mp3,1,2.105767035883923,0.0125,0.51,familiar,Pharmacy Heist,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow
thebeegeestolovesomebodyglassonionsample2mp3.mp3,1,2.1412486930656343,0.35648,0.305,never-heard-this,To Love Somebody,The Bee Gees,Glass Onion: A Knives Out Mystery,2022.0,Comedy Crime Drama,Rian Johnson
inmotiontrentreznorandatticusrossthesocialnetworksample1mp3.mp3,1,2.19608026390872,0.45178999999999997,0.08900000000000001,never-heard-this,In Motion,"Trent Reznor, Atticus Ross",The Social Network,2010.0,Biography Drama,David Fincher
vanmorrisonwarmlovebelfastsample1mp3.mp3,1,2.2383882431784663,-0.75352,0.00453,familiar,Warm Love,Van Morrison,Belfast,2021.0,Biography Drama Romance,Kenneth Branagh
seeyouchristopherbeardanielrossenpastlivessample1mp3.mp3,1,2.240142900947725,-0.34099,0.2675,not-sure,See You,"Christopher Bear, Daniel Rossen",Past Lives,2023.0,Drama Romance,Celine Song
tenetredroomblueroomludwiggoranssonsample2mp3.mp3,1,2.253778486824695,0.20265999999999998,-0.44099,never-heard-this,RED ROOM BLUE ROOM,Ludwig Göransson,Tenet,2020.0,Action Sci-Fi Thriller,Christopher Nolan
marcobeltramibucksanderslemans66fordvferrarisample2mp3.mp3,1,2.2574193537864304,0.25302,0.386155,familiar-feeling-not-familiar,Le Mans 66,Marco Beltrami/Buck Sanders,Ford v Ferrari,2019.0,Action Biography Drama,James Mangold
endingfrombedroomjimwilliamstitanesample1mp3.mp3,1,2.2694340538570117,-0.5614399999999999,0.60775,never-heard-this,Ending From Bedroom,Jim Williams,Titane,2022.0,Drama Horror Sci-Fi,Julia Ducournau
openinggustavosantaolallabrokebackmountainsample2mp3.mp3,1,2.297362033280058,-0.002775,0.63656,familiar-feeling-not-familiar,Opening,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee
thewingsgustavosantaolallabrokebackmountainsample1mp3.mp3,1,2.3078296623291106,0.17352,0.05453000000000001,familiar-feeling-not-familiar,The Wings,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee
whysoserioushanszimmerthedarkknightsample2mp3.mp3,1,2.3097757280143703,0.26802,0.1675,never-heard-this,Why so serious?,Hans Zimmer,The Dark Knight,2008.0,Action Crime Drama,Christopher Nolan
tilikumsthemejeffbealblackfishsample1mp3.mp3,1,2.3164643318409555,0.25648,-0.31945,not-sure,Tilikum's Theme,Jeff Beal,Blackfish,2013.0,Documentary,Gabriela Cowperthwaite
tazarinegustavosantaolallababelsample1mp3.mp3,1,2.3299213281824223,0.0,0.0068,not-sure,Tazarine,Gustavo Santaolalla,Babel,2007.0,Drama,Alejandro G. Iñárritu
beachpukejimwilliamstitanesample2mp3.mp3,1,2.343469054506924,-0.18648,-0.19047,never-heard-this,Beach Puke,Jim Williams,Titane,2022.0,Drama Horror Sci-Fi,Julia Ducournau
mildredgoestowarcarterburwellthreebillboardsoutsideebbingmissourisample2mp3.mp3,1,2.3442094086413365,0.51898,0.47555000000000003,familiar,Mildred Goes To War,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",2017.0,Comedy Crime Drama,Martin McDonagh
joyturnstosadnessagrowingpersonalitymichaelgiacchinoinsideoutsample2mp3.mp3,1,2.348871004807335,0.51723,0.9125,familiar-feeling-not-familiar,Joy Turns into Sadness/A Growing Personality,Michael Giacchino,Inside Out,2015.0,Animation Adventure Comedy,"Pete Docter, Ronnie Del Carmen"
nirvanasomethinginthewaythebatmansample2mp3.mp3,1,2.3882403107881576,-0.31825,-0.00519,not-sure,Something In The Way,"Nirvana, Kurt Cobain",The Batman,2022.0,Action Crime Drama,Matt Reeves
jupitersclaimmichaelabelsnopesample2mp3.mp3,1,2.4019663097725426,0.4275,0.66625,not-sure,Jupiter's Claim,Michael Abels,Nope,2022.0,Horror Mystery Sci-Fi,Jordan Peele
pawelmykietynthebeginningeosample1mp3.mp3,1,2.437820598159911,0.0,0.14078,not-sure,The Beginning,Pawel Mykietyn,EO,2022.0,Drama,Jerzy Skolimowski
allquietonthewesternfrontremainsvolkerbertelmannsample1mp3.mp3,1,2.44625355328353,0.06479499999999999,-0.214165,never-heard-this,Remains,Volker Bertelmann,All Quiet on the Western Front,2022.0,Action Drama War,Edward Berger
julierouerevolutiondayjeunefemmesample2mp3.mp3,1,2.498308628144075,0.180645,0.17036,familiar-feeling-not-familiar,Revolution Day,Julie Roué,Jeune Femme,2017.0,Comedy Drama,Léonor Serraille
familytripjungjaeilbrokersample1mp3.mp3,1,2.5597771201796347,-0.062014999999999994,0.17478,never-heard-this,Family Trip,Jung Jaeil,Broker,2022.0,Comedy Crime Drama,Hirokazu Koreeda
pharmacyheistmichaelandrewsnosajthingthekingofstatenislandsample1mp3.mp3,1,2.582057092467181,0.30975,0.70981,familiar,Pharmacy Heist,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow
femmefatalemichaelabelsussample1mp3.mp3,1,2.5881930092216954,0.65297,-0.1932,familiar-feeling-not-familiar,Femme Fatale,Michael Abels,Us,2019.0,Horror Mystery Thriller,Jordan Peele
thewingsgustavosantaolallabrokebackmountainsample2mp3.mp3,1,2.6249399882915827,0.19945,0.18305,familiar-feeling-not-familiar,The Wings,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee
dickonhinchliffeoctopusthelostdaughtersample1mp3.mp3,1,2.693904232612323,0.18598,0.60371,familiar,Octopus,Dickon Hinchliffe,The Lost Daughter,2021.0,Drama,Maggie Gyllenhaal
johnwilliamsthefabelmanssample2mp3.mp3,1,2.704040956365218,-0.414885,-0.051815,not-sure,The Fabelmans,John Williams,The Fabelmans,2023.0,Drama,Steven Spielberg
trentreznorandatticusrosspursuitterrysworldsoulsample1mp3.mp3,1,2.7267459987715954,0.68723,0.565545,not-sure,Pursuit/Terry's World,"Trent Reznor, Atticus Ross",Soul,2020.0,Animation Adventure Comedy,"Pete Docter, Kemp Powers"
waltertimetheodoreshapirojosegonzalezmarkgrahamthesecretlifeofwaltermittysample2mp3.mp3,1,2.792373003894112,-0.15906,0.55805,familiar-feeling-not-familiar,Walter Time,"Theodore Shapiro, José González, Mark Graham",The Secret Life of Walter Mitty,2013.0,Adventure Comedy Drama,Ben Stiller
julierouerevolutiondayjeunefemmesample1mp3.mp3,1,2.844662542853971,0.55949,-0.1857,not-sure,Revolution Day,Julie Roué,Jeune Femme,2017.0,Comedy Drama,Léonor Serraille
firstkissesludwiggoranssoneverythingeverythingsample2mp3.mp3,1,2.846446495754548,0.0,0.0,never-heard-this,First Kisses,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie
workingtheboulderproblemmarcobeltramifreesolosample1mp3.mp3,1,2.847294482791499,0.09094,-0.5675,never-heard-this,Working The Boulder Problem,Marco Beltrami,Free Solo,2018.0,Documentary Adventure Sport,"Jimmy Chin, Elizabeth Chai Vasarhelyi"
walkinghomeandrematthiasthegravediggerswifesample1mp3.mp3,1,2.8610129291446866,0.16348000000000001,0.17241999999999996,familiar,Walking Home,Andre Matthias,The Gravedigger's Wife,2021.0,Drama,Khadar Ayderus Ahmed
rootofanunfocusborisbermanjohncageshutterislandsample2mp3.mp3,1,2.8610827120310525,0.01699,-0.35445,never-heard-this,Root of an Unfocus,John Cage/Boris Berman,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese
walledefinedancingthomasnewmansample1mp3.mp3,1,2.8984054699198327,0.45568000000000003,0.46083,never-heard-this,Define Dancing,Thomas Newman,Wall•E,2008.0,Animation Adventure Family,Andrew Stanton
vehicularjeffslaughterleobirenbergbottomssample1mp3.mp3,1,2.932612637763827,0.57348,-0.59496,never-heard-this,Vehicular Jeff-Slaughter,Leo Birenberg,Bottoms,2023.0,Comedy,Emma Seligman
huntingalexisgrapsasphilipkleinpigsample2mp3.mp3,1,2.967122342848985,0.22352,0.20703,never-heard-this,Hunting,"Alexis Grapsas, Philip Klein",Pig,2021.0,Drama Mystery,Michael Sarnoski
trappedairaaroncupplesislandofthehungryghostssample2mp3.mp3,1,3.027868479846944,-0.09805,-0.18344,never-heard-this,Trapped Air,Aaron Cupples,Island of the Hungry Ghosts,2018.0,Documentary,Gabrielle Brady
beyondtheblackrainbowsinoiacavesforeverdilatingeyesample2mp3.mp3,1,3.114850143209613,0.35898,0.0968,familiar-feeling-not-familiar,Forever Dialating Eye,Sinoia Caves,Beyond the Black Rainbow,2010.0,Horror Mystery Sci-Fi,Panos Cosmatos
antoniosanchezdoorsanddistancebirdmansample2mp3.mp3,1,3.1635306066097035,0.246865,0.20036,not-sure,Doors and Distance,Antonio Sánchez,Birdman,2014.0,Comedy Drama,Alejandro G. Iñárritu
themysteryofinisherincarterburwellthebansheesofinisherinsample2mp3.mp3,1,3.2123350351213174,0.3463,0.60688,familiar,The Mystery Of Inisherin,Carter Burwell,The Banshees of Inisherin,2022.0,Comedy Drama,Martin McDonagh
cantoatgabelmeisterspeakthegrandbudapesthotelalexandredesplatsample2mp3.mp3,1,3.2720830873531943,0.57297,-0.1307,familiar-feeling-not-familiar,Canto At Gabelmeister's Peak,Alexandre Desplat,The Grand Budapest Hotel,2014.0,Adventure Comedy Crime,Wes Anderson
walledefinedancingthomasnewmansample2mp3.mp3,1,3.2873670520689693,0.446345,0.68393,familiar-feeling-not-familiar,Define Dancing,Thomas Newman,Wall•E,2008.0,Animation Adventure Family,Andrew Stanton
ludwiggoranssonyucatanblackpantherwakandaforeversample2mp3.mp3,1,3.296334009632908,-0.18656,-0.55969,not-sure,Yucatán,Ludwig Göransson,Black Panther: Wakanda Forever,2018.0,Action Adventure Sci-Fi,Ryan Coogler
littlewomenalexandredesplatlaurieandjoonthehillsample2mp3.mp3,1,3.461150273341832,-0.18025,0.53481,never-heard-this,Laurie and Jo on the Hill,Alexandre Desplat,Little Women,2019.0,"Drama, Romance",Greta Gerwig
rootofanunfocusborisbermanjohncageshutterislandsample1mp3.mp3,1,3.523992038797317,0.06225,-0.35375,never-heard-this,Root of an Unfocus,John Cage/Boris Berman,Shutter Island,2010.0,Mystery Thriller,Martin Scorsese
milkhoney#1arcadefireowenpalletthersample2mp3.mp3,1,3.576923785890331,0.005,0.36125,never-heard-this,Milk & Honey #1,"Arcade Fire, Owen Pallett",Her,2013.0,Drama Sci-Fi Romance,Spike Jonze
themeofmsokuderaradwimpsyournamesample1mp3.mp3,1,3.6009203545617856,-0.547015,-0.113595,familiar-feeling-not-familiar,Theme of Ms. Okudera,Radwimps,Your Name.,2016.0,Animation Drama Fantasy,Makoto Shinkai
lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3,1,3.711121483269292,-0.12234,0.41981,never-heard-this,L'amitié,Jean-Michel Blais,Matthias & Maxime,2020.0,Drama Romance,Xavier Dolan
caravandukeellingtonjuantizoljohnwassonwhiplashsample2mp3.mp3,1,3.7337051536191432,0.6825,-0.25,never-heard-this,Caravan,John Wasson/ Duke Ellington/ Juan Tizol,Whiplash,2014.0,Drama Music,Damien Chazelle
paddytommymarkishamwarriorsample2mp3.mp3,1,3.7461492725532617,0.41725,0.13624999999999998,never-heard-this,Paddy & Tommy,Mark Isham,Warrior,2011.0,Action Drama Sport,Gavin O'Connor
openingthemefromathousandandonegarygunnathousandandonesample2mp3.mp3,1,3.7492462361494123,0.36074,0.412265,familiar-feeling-not-familiar,Opening Theme from A Thousand and One,Gary Gunn,A Thousand and One,2023.0,Crime Drama,A.V. Rockwell
pawelmykietynthebeginningeosample2mp3.mp3,1,3.773230632382667,0.3525,-0.36398,never-heard-this,The Beginning,Pawel Mykietyn,EO,2022.0,Drama,Jerzy Skolimowski
endingfrombedroomjimwilliamstitanesample2mp3.mp3,1,3.7749163437114754,-0.36525,-0.16999999999999998,never-heard-this,Ending From Bedroom,Jim Williams,Titane,2022.0,Drama Horror Sci-Fi,Julia Ducournau
everythingeverywhereallatonceryanlottstutteraperturessample1mp3.mp3,1,3.858303745711081,-0.37402,-0.72449,never-heard-this,Stutter Apertures,Ryan Lott,Everything Everywhere All At Once,2022.0,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert"
pinocchioschoicealexandredesplatguillermodeltorospinnochiosample1mp3.mp3,1,4.024770798961171,0.43848,4e-05,familiar-feeling-not-familiar,Pinocchio's Choice,Alexandre Desplat,Guillermo del Toro's Pinocchio,2022.0,Animation Drama Family,"Guillermo del Toro, Mark Gustafson"
tenetrainynightintallinnludwiggoranssonsample1mp3.mp3,1,4.065471782794471,0.55975,-0.03019,familiar-feeling-not-familiar,RAINY NIGHT IN TALLINN,Ludwig Göransson,Tenet,2020.0,Action Sci-Fi Thriller,Christopher Nolan
tapeculjeanbenoitdunckelsummerof85sample1mp3.mp3,1,4.111923657306667,-0.51653,-0.18547,familiar-feeling-not-familiar,Tape Cul,Jean-Benoît Dunckel,Summer of '85,2020.0,Drama Romance,François Ozon
theferrymichaelandrewsnosajthingthekingofstatenislandsample1mp3.mp3,1,4.5843519590480515,-0.1575,0.48250000000000004,familiar,The Ferry,"Michael Andrews, Nosaj Thing",The King of Staten Island,2020.0,Comedy Drama,Judd Apatow
thelogmariusdevriescodasample2mp3.mp3,1,4.61106409944209,-0.31,-0.80794,familiar-feeling-not-familiar,The Log,Marius de Vries,Coda,2021.0,Comedy Drama Music,Sian Heder
walkinghomeandrematthiasthegravediggerswifesample2mp3.mp3,1,4.614143800352396,-0.29925999999999997,0.2825,familiar-feeling-not-familiar,Walking Home,Andre Matthias,The Gravedigger's Wife,2021.0,Drama,Khadar Ayderus Ahmed
thefrontallobeofkitaekparasitejungjaeilsample2mp3.mp3,1,4.809955107360049,-0.063625,-0.02375,familiar-feeling-not-familiar,The Frontal Lobe of Ki Taek,Jung Jaeil,Parasite,2019.0,Comedy Drama Thriller,Bong Joon Ho
bountyhunterpussinbootsheitorpereirasample1mp3.mp3,1,4.982618703904351,-0.15517999999999998,-0.76049,never-heard-this,Bounty Hunter,Heitor Pereira,Puss in Boots: The Last Wish,2022.0,Animation Adventure Comedy,"Joel Crawford, Januel Mercado"
themeofmsokuderaradwimpsyournamesample2mp3.mp3,1,5.214129308372326,-0.69743,0.28786,not-sure,Theme of Ms. Okudera,Radwimps,Your Name.,2016.0,Animation Drama Fantasy,Makoto Shinkai
hanszimmertimeinceptionsample1mp3.mp3,1,5.644306314978345,-0.19012,0.02131,familiar-feeling-not-familiar,Time,Hans Zimmer,Inception,2010.0,Action Adventure Sci-Fi,Christopher Nolan
lapunturadellamorteenniomorriconethehatefuleightsample1mp3.mp3,1,5.906206932111013,0.47181,0.00481,never-heard-this,La Puntura Della Morte,Ennio Morricone,The Hateful Eight,2015.0,Crime Drama Mystery,Quentin Tarantino
lovelettersdariomarianelliatonementsample1mp3.mp3,2,1.4794108247016544,0.52865,-0.05745,familiar-feeling-not-familiar,Love Letters,Dario Marianelli,Atonement,2008.0,Drama Mystery Romance,Joe Wright
baligirlsmichaelstearnsbonniejohuntronsunsingersamsarasample2mp3.mp3,2,1.6725192395919481,-0.61102,-0.2225,never-heard-this,Bali Girls,"Michael Stearns, Bonnie Jo Hunt, Ron Sunsinger",Samsara,2011.0,Documentary Music,Ron Fricke
davidtalksabouthismotherda5bloodsterenceblanchardsample2mp3.mp3,2,1.771101594624781,-0.73825,0.18125,familiar-feeling-not-familiar,David Talks About His Mother,Terence Blanchard,Da 5 Bloods,2020.0,Adventure Drama War,Spike Lee
miasebastiansthemelalalandjustinhurwitzsample1mp3.mp3,2,1.8523682822260727,0.23598,-0.58,familiar-feeling-not-familiar,Mia & Sebastian's Theme,Justin Hurwitz,La La Land,2016.0,Comedy Drama Music,Damien Chazelle
montparnassejulierouejeunefemmesample2mp3.mp3,2,1.9718921502900417,-0.013049999999999992,0.17055,not-sure,Montparnasse,Julie Roué,Jeune Femme,2017.0,Comedy Drama,Léonor Serraille
thebeegeestolovesomebodyglassonionsample1mp3.mp3,2,2.048353008241329,0.21352,0.35953,familiar-feeling-not-familiar,To Love Somebody,The Bee Gees,Glass Onion: A Knives Out Mystery,2022.0,Comedy Crime Drama,Rian Johnson
blackwayblackcaviarwhatsupdangerspidermanintothespiderversesample1mp3.mp3,2,2.0650559230301933,0.15482500000000005,-0.025419999999999998,never-heard-this,What's Up Danger,Blackway & Black Caviar / Jared Piccone,Spider-Man: Into the Spider-Verse,2018.0,Animation Action Adventure,"Bob Persichetti, Peter Ramsey, Rodney Rothman"
conciliationiiparasitejungjaeilsample1mp3.mp3,2,2.167422782443628,-0.0035349999999999965,-0.4425,familiar-feeling-not-familiar,Conciliation II,Jung Jaeil,Parasite,2019.0,Comedy Drama Thriller,Bong Joon Ho
swimmingandskiinglisagerrardmarcellodefranciscisamsarasample2mp3.mp3,2,2.178443212267453,0.27178,0.185125,familiar-feeling-not-familiar,Swimming and Skiing,"Lisa Gerrard, Marcello de Francisci",Samsara,2011.0,Documentary Music,Ron Fricke
lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3,2,2.1998868048800646,0.28898,-0.5375,never-heard-this,Las visitas,Alberto Iglesias,Parallel Mothers,2021.0,Drama,Pedro Almodóvar
anotherrounddrukschubertfantasieinfmolld940fantasyinfminorsample2mp3.mp3,2,2.2254813114081413,0.0,0.19481,familiar,"Fantasie in f Moll, D 940",Franz Schubert,Another Round,2020.0,"Comedy, Drama",Thomas Vinterberg
everythingeverywhereallatonceinanotherlifesonluxsample2mp3.mp3,2,2.2478393749411736,-0.5525,0.0,never-heard-this,In Another Life,"Son Lux, Rafiq Bhatia, Ryan Lott",Everything Everywhere All At Once,2022.0,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert"
themysteryofinisherincarterburwellthebansheesofinisherinsample2mp3.mp3,2,2.2694070004892275,0.3463,0.60688,familiar,The Mystery Of Inisherin,Carter Burwell,The Banshees of Inisherin,2022.0,Comedy Drama,Martin McDonagh
openinggustavosantaolallabrokebackmountainsample2mp3.mp3,2,2.2873694601799115,-0.002775,0.63656,familiar-feeling-not-familiar,Opening,Gustavo Santaolalla,Brokeback Mountain,2006.0,Drama Romance,Ang Lee
johnwilliamsthefabelmanssample2mp3.mp3,2,2.3203821483385183,-0.414885,-0.051815,not-sure,The Fabelmans,John Williams,The Fabelmans,2023.0,Drama,Steven Spielberg
anotherrounddrukschubertfantasieinfmolld940fantasyinfminorsample1mp3.mp3,2,2.3376848873979745,0.13981,-0.64976,never-heard-this,"Fantasie in f Moll, D 940",Franz Schubert,Another Round,2020.0,"Comedy, Drama",Thomas Vinterberg
bookreviewsandbigdatesludwiggoranssoneverythingeverythingsample2mp3.mp3,2,2.3954268356921995,-0.03453,0.7243,familiar-feeling-not-familiar,Book Reviews and Big Dates,Ludwig Göransson,"Everything, Everything",2017.0,Drama Romance,Stella Meghie
ludwiggoranssontchallablackpantherwakandaforeversample2mp3.mp3,2,2.4220182050470567,0.54445,0.28715,familiar,T'Challa,Ludwig Göransson,Black Panther: Wakanda Forever,2018.0,Action Adventure Sci-Fi,Ryan Coogler
davidtalksabouthismotherda5bloodsterenceblanchardsample1mp3.mp3,2,2.4562100909670597,-0.025924999999999976,-0.07475,never-heard-this,David Talks About His Mother,Terence Blanchard,Da 5 Bloods,2020.0,Adventure Drama War,Spike Lee
openingthemefromathousandandonegarygunnathousandandonesample2mp3.mp3,2,2.4718540415559715,0.36074,0.412265,familiar-feeling-not-familiar,Opening Theme from A Thousand and One,Gary Gunn,A Thousand and One,2023.0,Crime Drama,A.V. Rockwell
thebeegeestolovesomebodyglassonionsample2mp3.mp3,2,2.531084751525908,0.35648,0.305,never-heard-this,To Love Somebody,The Bee Gees,Glass Onion: A Knives Out Mystery,2022.0,Comedy Crime Drama,Rian Johnson
dukeellingtonandhiscottoncluborchestrajubileestomptheartistsample1mp3.mp3,2,2.5462013867112625,0.49333000000000005,0.45687999999999995,familiar-feeling-not-familiar,Jubilee Stomp,Duke Ellington,The Artist,2011.0,Comedy Drama Romance,Michel Hazanavicius
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample1mp3.mp3,2,2.55097825255417,0.2413,0.0775,never-heard-this,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig
dukeellingtonandhiscottoncluborchestrajubileestomptheartistsample2mp3.mp3,2,2.5573329540730847,0.90945,0.64305,familiar,Jubilee Stomp,Duke Ellington,The Artist,2011.0,Comedy Drama Romance,Michel Hazanavicius
johnwilliamsthefabelmanssample1mp3.mp3,2,2.563080381643899,0.65297,0.37026,never-heard-this,The Fabelmans,John Williams,The Fabelmans,2023.0,Drama,Steven Spielberg
thelogmariusdevriescodasample2mp3.mp3,2,2.5735728405127194,-0.31,-0.80794,familiar-feeling-not-familiar,The Log,Marius de Vries,Coda,2021.0,Comedy Drama Music,Sian Heder
skinnyvegetarianboymychaeldannalifeofpisample1mp3.mp3,2,2.587299495999342,-0.20601999999999998,0.5109349999999999,familiar-feeling-not-familiar,Skinny Vegetarian Boy,Mychael Danna,Life of Pi,2013.0,Adventure Drama Fantasy,Ang Lee
faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample1mp3.mp3,2,2.6093626555167426,0.0,0.67555,familiar-feeling-not-familiar,Fare Thee Well (Dink's Song),"Oscar Isaac, Marcus Mumford",Inside Llewyn Davis,2013.0,Drama Music,"Ethan Coen, Joel Coen"
pinocchioschoicealexandredesplatguillermodeltorospinnochiosample1mp3.mp3,2,2.6217554500447595,0.43848,4e-05,familiar-feeling-not-familiar,Pinocchio's Choice,Alexandre Desplat,Guillermo del Toro's Pinocchio,2022.0,Animation Drama Family,"Guillermo del Toro, Mark Gustafson"
gregoirehetzelcherepetitechantalunamourimpossiblesample1mp3.mp3,2,2.6248273219090144,0.86432,0.80401,never-heard-this,Chère Petite Chantal,Grégoire-Hetzel,An Impossible Love,2018.0,Biography Drama Romance,Catherine Corsini
greenbooksoundtrackmakethefirstmovekrisbowerssample2mp3.mp3,2,2.6281627035087416,0.24175,0.81481,familiar,Make The First Move,Kris Bowers,Green Book,2018.0,Biography Comedy Drama,Peter Farrelly
annakareninoverturedariomarianellisample2mp3.mp3,2,2.640920619323956,0.54098,0.23,never-heard-this,Overture,Dario Marianelli,Anna Karenina,2012.0,Drama Romance,Joe Wright
speakuphildurgunadottirwomentalkingsample2mp3.mp3,2,2.6505066764113265,0.12875,0.13078,familiar-feeling-not-familiar,Speak Up,Hildur Guðnadóttir,Women Talking,2022.0,Drama,Sarah Polley
everythingeverywhereallatonceinanotherlifesonluxsample1mp3.mp3,2,2.738856586004416,-0.15555,0.74156,familiar-feeling-not-familiar,In Another Life,"Son Lux, Rafiq Bhatia, Ryan Lott",Everything Everywhere All At Once,2022.0,"Action, Adventure, Comedy","Daniel Kwan, Daniel Scheinert"
youarenotacowgarygunnathousandandonesample2mp3.mp3,2,2.7425085900391544,0.461525,0.009160000000000005,never-heard-this,You Are Not A Cow,Gary Gunn,A Thousand and One,2023.0,Crime Drama,A.V. Rockwell
trappedairaaroncupplesislandofthehungryghostssample1mp3.mp3,2,2.7504060423358636,-0.36102,-0.20019,never-heard-this,Trapped Air,Aaron Cupples,Island of the Hungry Ghosts,2018.0,Documentary,Gabrielle Brady
pasdedeuxmichaelabelsussample2mp3.mp3,2,2.751484571028207,0.334635,-0.62312,familiar,Pas De Deux,Michael Abels,Us,2019.0,Horror Mystery Thriller,Jordan Peele
imwithyoutotheendstevenpricelastnightinsohosample2mp3.mp3,2,2.754663523582809,0.19771499999999997,-0.52945,never-heard-this,I'm With You To The End,Steven Price,Last Night in Soho,2021.0,Drama Horror Mystery,Edgar Wright
mainthemeterenceblanchardblackkklansmansample1mp3.mp3,2,2.796214444765398,0.18083,-0.55825,never-heard-this,Main Theme,Terence Blanchard,BlacKkKlansman,2018.0,Biography Crime Comedy,Spike Lee
waltertimetheodoreshapirojosegonzalezmarkgrahamthesecretlifeofwaltermittysample1mp3.mp3,2,2.838000112512267,0.36445,0.5830500000000001,familiar-feeling-not-familiar,Walter Time,"Theodore Shapiro, José González, Mark Graham",The Secret Life of Walter Mitty,2013.0,Adventure Comedy Drama,Ben Stiller
albertoiglesiasclaquetafinalpainandglorysample2mp3.mp3,2,2.92394890997162,-0.034530000000000005,0.28203,never-heard-this,Claqueta final,Alberto Iglesias,Pain and Glory,2019.0,Drama,Pedro Almodóvar
marcobeltramibucksanderslemans66fordvferrarisample2mp3.mp3,2,2.9796724998646575,0.25302,0.386155,familiar-feeling-not-familiar,Le Mans 66,Marco Beltrami/Buck Sanders,Ford v Ferrari,2019.0,Action Biography Drama,James Mangold
intothewildtimekeepermichaelbrooksample2mp3.mp3,2,2.9893088559941488,0.18225,0.1618,never-heard-this,Timekeeper,Michael Brook,Into the Wild,2007.0,Adventure Biography Drama,Sean Penn
prayerhanszimmerthecreatorsample2mp3.mp3,2,2.9898947817308623,0.5484800000000001,-0.50258,familiar-feeling-not-familiar,Prayer,Hans Zimmer,The Creator,2023.0,Action Adventure Drama,Gareth Edwards
francescodemasieccehomoonceuponatimeinhollywoodsample1mp3.mp3,2,3.0181270341877133,-0.25099,-0.0925,not-sure,Ecce Homo,Francesco De Masi,Once Upon a Time... in Hollywood,2019.0,Comedy Drama,Quentin Tarantino
greenbooksoundtracksolongloversislandthebluejayssample2mp3.mp3,2,3.027670211337135,-4.500000000000337e-05,0.73026,familiar,So Long Lovers Island,The Blue Jays,Green Book,2018.0,Biography Comedy Drama,Peter Farrelly
joyturnstosadnessagrowingpersonalitymichaelgiacchinoinsideoutsample1mp3.mp3,2,3.0500962019317974,0.44554499999999997,0.24586000000000002,familiar,Joy Turns into Sadness/A Growing Personality,Michael Giacchino,Inside Out,2015.0,Animation Adventure Comedy,"Pete Docter, Ronnie Del Carmen"
pawelmykietynlovestoryeosample1mp3.mp3,2,3.0503401218444273,0.17699,0.1625,never-heard-this,Love Story,Pawel Mykietyn,EO,2022.0,Drama,Jerzy Skolimowski
littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample2mp3.mp3,2,3.0514459637046185,0.18547,0.36953,familiar,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,Robert Schumann,Little Women,2019.0,"Drama, Romance",Greta Gerwig
theirishmansleepwalksantojohnnysample1mp3.mp3,2,3.067686417097553,0.16275,0.3975,familiar,Sleepwalk,"Santo & Johnny, Santo Farina, Ann Farina and Johnny Farina",The Irishman,2019.0,Biography Crime Drama,Martin Scorsese
sparkleyournameradwimpssample2mp3.mp3,2,3.0710425757594173,0.34648,0.80055,definitely-familiar,Sparkle,Radwimps,Your Name.,2016.0,Animation Drama Fantasy,Makoto Shinkai
riveralexandredesplatthetreeoflifesample1mp3.mp3,2,3.071715960741577,-0.17203,0.1868,familiar-feeling-not-familiar,River,Alexandre Desplat,The Tree of Life,2011.0,Drama Fantasy,Terrence Malick
